Rank,Name Country/Region,No. of FTE Students,No. of students per staff,International Students,Female:Male Ratio,Citations,Industry Income,International Outlook,Overall,Research,Teaching
601–800,Umm Al-Qura University,30207,8.3,11%,34 : 66,51.7,59.9,82.2,34.0–39.2,13.3,30.2
601–800,Paris Lodron Universität Salzburg,7169,11.9,34%,66 : 34,48.8,41.3,95.2,34.0–39.2,22.8,26.5
601–800,Wenzhou University,21827,18.2,3%,58 : 42,86.3,40.6,27.8,34.0–39.2,11.2,14.9
601–800,University of the Western Cape,23510,33.8,6%,61 : 39,61.6,36.9,55.8,34.0–39.2,23.7,20.4
601–800,University of the West of Scotland,12122,22.1,20%,63 : 37,61.5,37.9,76.8,34.0–39.2,15.5,24.1
601–800,University of Windsor,14516,33.3,29%,nan,34.5,44.2,88.7,34.0–39.2,29.4,35.1
601–800,University of Wolverhampton,14898,17.3,24%,62 : 38,68.8,37.3,72.0,34.0–39.2,14.3,18.2
601–800,University of Wuppertal,15668,39.6,10%,53 : 47,52.8,52.1,47.6,34.0–39.2,26.7,26.4
601–800,Xi’an Jiaotong-Liverpool UniversityChina,15767,19.9,5%,52 : 48,68.2,38.2,72.4,34.0–39.2,14.8,17.8
601–800,Yokohama City University,5073,6.0,2%,56 : 44,82.8,47.6,25.2,34.0–39.2,10.2,26.4
601–800,Zhengzhou University,70824,17.5,3%,49 : 51,71.8,38.3,22.2,34.0–39.2,15.4,17.8
801–1000,University of the Aegean,22148,68.4,1%,55 : 45,53.7,62.8,34.7,29.8–33.9,19.3,17.3
801–1000,"University of Agriculture, Faisalabad",27826,42.4,0%,45 : 55,55.3,46.7,45.0,29.8–33.9,17.4,24.0
801–1000,The University of Aizu,1217,12.1,9%,11 : 89,50.8,40.0,74.6,29.8–33.9,13.0,21.9
801–1000,The University of Alabama,35457,20.9,4%,56 : 44,54.2,37.5,31.0,29.8–33.9,19.1,27.2
801–1000,Al-Azhar University,425977,38.4,6%,38 : 62,63.3,37.0,48.7,29.8–33.9,9.6,14.9
801–1000,Al-Balqa Applied University,28178,27.7,2%,59 : 41,69.8,41.2,41.3,29.8–33.9,11.7,12.9
801–1000,University of Alcalá,15941,10.2,24%,60 : 40,50.8,39.4,60.4,29.8–33.9,14.0,21.3
801–1000,Alexandria University,202206,28.2,4%,52 : 48,56.2,40.7,46.1,29.8–33.9,13.7,18.6
801–1000,Aligarh Muslim University,20428,12.1,2%,40 : 60,51.1,40.0,27.7,29.8–33.9,12.9,35.7
801–1000,American University in Cairo,5921,13.7,5%,56 : 44,32.5,40.4,64.4,29.8–33.9,26.6,24.4
801–1000,Anna University,15149,15.9,1%,43 : 57,53.5,45.2,16.5,29.8–33.9,26.6,21.3
801–1000,University of Applied Sciences and Arts of Western Switzerland,17491,6.5,30%,53 : 47,41.2,40.4,90.5,29.8–33.9,11.4,21.0
801–1000,Aristotle University of Thessaloniki,49840,19.7,5%,58 : 42,56.9,41.4,40.4,29.8–33.9,16.2,19.0
801–1000,Athens University of Economics and Business,9682,51.0,6%,45 : 55,42.1,38.9,48.4,29.8–33.9,26.6,18.3
801–1000,Universidad Autónoma de Chile,27474,22.9,1%,63 : 37,72.4,36.9,49.7,29.8–33.9,10.2,13.2
801–1000,University of AveiroPortugal,12566,15.1,10%,54 : 46,40.2,39.0,50.4,29.8–33.9,25.7,25.9
801–1000,University of the Balearic Islands,11493,11.8,8%,60 : 40,51.2,37.0,49.6,29.8–33.9,16.3,19.2
801–1000,University of the Basque Country,43018,15.4,6%,55 : 45,51.7,39.6,44.5,29.8–33.9,21.8,21.5
801–1000,University of Bedfordshire,13173,29.7,59%,59 : 41,49.7,37.1,79.2,29.8–33.9,15.2,17.9
801–1000,University of Beira Interior,7861,17.0,22%,53 : 47,50.6,38.4,58.1,29.8–33.9,20.9,17.8
801–1000,University of Belgrade,93251,18.9,5%,62 : 38,44.5,42.9,43.4,29.8–33.9,33.0,21.1
801–1000,Beni-Suef University,82124,28.3,1%,50 : 50,67.8,36.9,45.9,29.8–33.9,8.7,17.9
801–1000,University of Bergamo,22115,60.9,7%,62 : 38,51.5,41.2,35.5,29.8–33.9,22.4,18.2
801–1000,Bharathiar University,4097,18.8,0%,63 : 37,30.4,37.5,23.7,29.8–33.9,27.6,36.6
801–1000,Bilkent University,9682,14.2,8%,46 : 54,43.5,55.3,63.7,29.8–33.9,24.2,23.4
801–1000,"Birla Institute of Technology and Science, Pilani",15651,18.1,2%,19 : 81,63.8,38.2,19.8,29.8–33.9,11.3,20.3
801–1000,Boğaziçi University,12614,22.3,3%,45 : 55,39.8,54.1,41.8,29.8–33.9,24.6,24.4
801–1000,University of Brighton,15016,16.8,22%,60 : 40,53.0,37.6,78.0,29.8–33.9,15.6,17.9
801–1000,Cairo University,224216,36.8,4%,54 : 46,51.7,37.6,38.7,29.8–33.9,17.1,23.6
801–1000,University of Calabria,19788,23.2,3%,57 : 43,57.3,37.4,37.9,29.8–33.9,18.0,17.1
801–1000,Chapman University,9332,12.8,8%,61 : 39,43.3,37.4,40.6,29.8–33.9,13.9,38.5
801–1000,Institute of Chemical Technology,2550,17.2,0%,30 : 70,35.6,42.5,15.1,29.8–33.9,19.9,38.1
801–1000,Chengdu UniversityChina,22762,16.3,2%,59 : 41,67.5,42.7,22.4,29.8–33.9,10.6,16.5
801–1000,"China University of Petroleum, Beijing",17001,17.4,4%,nan,38.4,94.6,22.4,29.8–33.9,25.2,24.4
801–1000,Chulalongkorn UniversityThailand,34095,11.5,3%,58 : 42,34.5,87.5,38.1,29.8–33.9,25.5,31.5
801–1000,Clemson University,23491,15.5,6%,49 : 51,41.7,40.9,43.7,29.8–33.9,21.4,25.2
801–1000,University of Clermont Auvergne,36630,20.9,15%,57 : 43,48.9,38.2,61.2,29.8–33.9,16.3,18.7
801–1000,Coventry UniversityUnited Kingdom,32819,16.1,47%,48 : 52,52.4,37.1,94.0,29.8–33.9,14.4,18.8
801–1000,CY Cergy Paris University,14999,19.6,23%,52 : 48,35.9,42.4,88.2,29.8–33.9,24.6,22.7
801–1000,University of Dayton,11183,16.5,11%,48 : 52,29.5,43.4,33.1,29.8–33.9,25.4,32.6
801–1000,University of Deusto,9518,20.1,11%,58 : 42,49.9,46.1,47.4,29.8–33.9,20.3,18.9
801–1000,Diego Portales University,17613,16.0,2%,50 : 50,69.5,36.9,52.1,29.8–33.9,11.1,15.4
801–1000,Donghua University,22434,14.4,6%,45 : 55,55.1,65.0,32.2,29.8–33.9,19.6,20.7
801–1000,Duzce University,21552,35.5,8%,44 : 56,56.7,83.5,26.6,29.8–33.9,14.6,20.4
801–1000,Edge Hill University,10990,15.3,7%,69 : 31,58.0,37.0,49.1,29.8–33.9,14.2,17.7
801–1000,"University of Engineering and Technology, Peshawar",8680,20.7,1%,6 : 94,62.0,38.2,44.6,29.8–33.9,11.8,14.2
801–1000,Ewha Womans UniversitySouth Korea,14746,17.5,13%,100 : 0,26.2,70.4,44.3,29.8–33.9,33.1,32.3
801–1000,Federal University of Minas Gerais,40998,12.9,1%,53 : 47,42.2,38.7,29.4,29.8–33.9,19.1,34.2
801–1000,Universidade Federal de Sergipe,26327,15.8,0%,51 : 49,67.2,36.9,23.1,29.8–33.9,9.9,17.4
801–1000,Firat University,39961,20.6,5%,37 : 63,74.6,37.0,25.1,29.8–33.9,9.0,15.6
801–1000,Florida Agricultural and Mechanical University,9342,16.8,1%,66 : 34,36.8,37.3,41.5,29.8–33.9,13.8,36.8
801–1000,Florida Atlantic University,24191,18.7,10%,64 : 36,46.0,42.6,48.5,29.8–33.9,19.3,21.5
801–1000,University of Foggia,11292,31.8,1%,63 : 37,55.7,38.8,26.3,29.8–33.9,21.3,17.9
801–1000,University of the Free State,33826,36.8,2%,63 : 37,49.4,40.1,47.3,29.8–33.9,17.6,18.1
801–1000,Fujita Health UniversityJapan,3082,3.8,1%,57 : 43,64.0,40.2,20.5,29.8–33.9,11.7,25.1
801–1000,Fuzhou University,39987,16.8,1%,39 : 61,60.1,55.0,29.0,29.8–33.9,14.4,17.2
801–1000,University of Girona,14011,21.1,15%,57 : 43,52.8,39.6,53.0,29.8–33.9,21.9,18.9
801–1000,Guangdong University of Technology,46040,18.1,0%,29 : 71,69.9,61.1,25.1,29.8–33.9,14.8,16.2
801–1000,Hiroshima University,14612,8.1,9%,37 : 63,29.7,49.6,38.6,29.8–33.9,23.5,32.5
801–1000,Indian Institute of Technology Patna,2203,17.9,0%,18 : 82,50.1,37.1,17.8,29.8–33.9,24.0,27.2
801–1000,Indian Institute of Technology Gandhinagar,1782,15.1,1%,26 : 74,34.2,44.8,23.9,29.8–33.9,27.5,34.0
801–1000,Universitat Internacional de Catalunya,5172,14.0,34%,63 : 37,57.0,40.2,63.7,29.8–33.9,15.6,17.6
801–1000,University of Ioannina,32168,39.6,3%,69 : 31,60.6,39.0,43.4,29.8–33.9,14.5,15.5
801–1000,ISCTE-University Institute of Lisbon,9374,24.9,17%,52 : 48,36.0,41.8,55.5,29.8–33.9,32.0,24.0
801–1000,The Islamia University of Bahawalpur,35698,28.5,0%,46 : 54,62.9,37.1,43.2,29.8–33.9,12.1,21.4
801–1000,Istanbul Medeniyet University,10536,13.4,3%,52 : 48,66.4,37.0,22.7,29.8–33.9,9.9,17.7
801–1000,ITMO University,10814,15.0,22%,34 : 66,28.2,71.7,65.5,29.8–33.9,32.6,28.8
801–1000,Iuliu Haţieganu University of Medicine and Pharmacy Cluj-Napoca,8017,7.9,33%,66 : 34,61.7,37.3,52.1,29.8–33.9,9.2,20.7
801–1000,University of Jaén,13767,16.4,9%,57 : 43,54.7,37.1,44.7,29.8–33.9,17.6,18.5
801–1000,Juntendo University,5980,4.6,3%,55 : 45,47.3,52.9,22.8,29.8–33.9,18.6,33.5
801–1000,Kansas State University,19927,13.1,7%,51 : 49,41.0,42.2,46.9,29.8–33.9,20.8,27.5
801–1000,Karlstad University,9698,14.0,%,63 : 37,54.6,37.5,41.2,29.8–33.9,14.4,17.3
801–1000,Kazan Federal University,22673,10.4,29%,66 : 34,23.9,50.7,61.8,29.8–33.9,19.7,38.8
801–1000,Keio University,33636,10.1,8%,37 : 63,44.3,44.9,33.7,29.8–33.9,24.7,31.8
801–1000,Kerman University of Medical SciencesIran,5226,3.4,2%,nan,51.2,41.0,20.8,29.8–33.9,9.9,30.6
801–1000,Kindai University,33234,14.6,2%,32 : 68,59.8,41.3,27.6,29.8–33.9,11.0,19.7
801–1000,King Faisal University,27805,13.1,2%,67 : 33,55.4,43.0,74.1,29.8–33.9,9.4,18.4
801–1000,King Khalid University,39389,8.3,7%,55 : 45,52.9,37.9,79.3,29.8–33.9,8.9,21.8
801–1000,King Mongkut’s University of Technology Thonburi,15116,19.8,2%,46 : 54,57.0,71.8,36.0,29.8–33.9,18.6,18.4
801–1000,Kingston University,14975,19.4,43%,58 : 42,39.5,37.3,87.7,29.8–33.9,16.1,18.9
801–1000,KL University,17801,14.5,2%,36 : 64,68.4,37.2,17.2,29.8–33.9,9.6,16.9
801–1000,Kobe University,15477,10.3,8%,36 : 64,38.5,46.7,33.1,29.8–33.9,25.2,33.3
801–1000,Kurume University,5062,7.6,2%,nan,60.5,39.4,23.8,29.8–33.9,11.0,23.0
801–1000,Kuwait UniversityKuwait,24680,15.2,15%,76 : 24,61.5,38.9,68.5,29.8–33.9,10.2,18.2
801–1000,Kyungpook National UniversitySouth Korea,18892,20.2,13%,47 : 53,27.5,88.0,44.2,29.8–33.9,35.6,29.2
801–1000,University of Lahore,27149,14.8,2%,37 : 63,65.3,37.5,47.1,29.8–33.9,9.6,15.3
801–1000,Lakehead UniversityCanada,8365,25.8,21%,55 : 45,46.3,38.9,57.6,29.8–33.9,23.0,18.3
801–1000,University of La Laguna,18270,12.8,5%,58 : 42,55.2,38.4,47.9,29.8–33.9,14.2,18.2
801–1000,University of Latvia,11877,32.7,7%,68 : 32,45.3,47.0,54.7,29.8–33.9,27.6,18.6
801–1000,Leeds Beckett University,18944,20.2,13%,54 : 46,58.8,37.4,57.3,29.8–33.9,16.5,16.7
801–1000,Lithuanian University of Health Sciences,6167,8.6,22%,75 : 25,60.7,37.4,58.9,29.8–33.9,10.6,21.0
801–1000,University of Ljubljana,37615,13.1,8%,60 : 40,47.1,42.7,47.9,29.8–33.9,19.5,21.9
801–1000,University of Lleida,9164,15.4,10%,59 : 41,49.1,41.9,42.2,29.8–33.9,19.5,20.7
801–1000,Lovely Professional UniversityIndia,33469,14.8,6%,24 : 76,66.8,38.1,28.9,29.8–33.9,10.6,18.2
801–1000,Mae Fah Luang University,13802,21.0,4%,73 : 27,58.8,38.8,47.0,29.8–33.9,12.4,15.5
801–1000,Mahidol University,28477,9.0,5%,64 : 36,35.8,69.8,45.7,29.8–33.9,22.5,32.8
801–1000,Makerere University,31233,21.0,3%,51 : 49,34.5,52.2,57.6,29.8–33.9,27.7,21.8
801–1000,Universiti Malaysia Pahang,8140,13.3,7%,48 : 52,58.7,39.6,51.5,29.8–33.9,18.2,19.8
801–1000,University of Malta,9687,10.7,13%,60 : 40,53.4,37.5,62.6,29.8–33.9,16.7,19.6
801–1000,Manipal Academy of Higher Education,23002,9.0,12%,49 : 51,32.6,46.7,36.8,29.8–33.9,17.8,40.9
801–1000,Marquette University,10540,12.0,3%,57 : 43,37.9,38.7,25.6,29.8–33.9,16.6,37.5
801–1000,Masaryk UniversityCzech Republic,32271,18.9,23%,62 : 38,34.0,38.1,66.7,29.8–33.9,29.7,23.9
801–1000,Medical University of Gdańsk,6344,5.6,16%,65 : 35,55.7,37.0,41.9,29.8–33.9,9.3,25.3
801–1000,University of Memphis,16520,14.7,5%,60 : 40,42.2,37.2,29.9,29.8–33.9,17.7,29.3
801–1000,University of Minho,19922,19.6,16%,55 : 45,38.8,58.9,57.6,29.8–33.9,28.9,24.4
801–1000,Mississippi State University,21810,15.2,3%,52 : 48,44.9,40.6,41.6,29.8–33.9,18.5,22.8
801–1000,University of Missouri-St Louis,6365,15.8,5%,58 : 42,44.2,47.4,41.7,29.8–33.9,18.8,33.1
801–1000,Montana State University,14094,16.0,3%,47 : 53,57.6,45.5,36.9,29.8–33.9,17.7,21.0
801–1000,Monterrey Institute of TechnologyMexico,15735,14.3,10%,43 : 57,52.3,60.9,57.7,29.8–33.9,19.6,20.4
801–1000,University of Namur,6753,20.8,12%,57 : 43,46.5,45.0,67.9,29.8–33.9,21.2,20.6
801–1000,Nanjing Forestry University,32318,17.6,1%,nan,67.5,41.1,22.7,29.8–33.9,9.3,16.6
801–1000,Nanjing University of Information Science and Technology,33008,16.7,3%,nan,61.0,44.2,33.6,29.8–33.9,16.1,17.7
801–1000,Nanjing Normal University,31211,13.0,2%,70 : 30,58.7,52.7,24.9,29.8–33.9,13.7,21.7
801–1000,Nanjing Tech UniversityChina,38866,13.5,3%,nan,58.9,61.3,30.1,29.8–33.9,13.7,19.1
801–1000,National Institute of Applied Sciences of Lyon (INSA Lyon),6382,18.9,27%,36 : 64,30.8,77.4,70.8,29.8–33.9,22.9,32.4
801–1000,École Nationale des Travaux Publics de l'État (ENTPE),809,15.3,13%,42 : 58,24.9,77.2,62.1,29.8–33.9,34.7,31.3
801–1000,National University of Sciences and Technology,11737,9.4,5%,34 : 66,50.9,39.2,47.4,29.8–33.9,17.7,21.5
801–1000,National Sun Yat-Sen UniversityTaiwan,8150,12.3,8%,40 : 60,27.1,54.8,44.3,29.8–33.9,33.2,25.1
801–1000,National Taiwan Normal UniversityTaiwan,10699,12.2,16%,nan,28.8,74.4,51.8,29.8–33.9,34.4,28.0
801–1000,National Technical University of Athens,13732,19.9,6%,33 : 67,43.9,99.1,38.1,29.8–33.9,21.6,23.3
801–1000,National Institute of Technology Hamirpur,3823,20.7,0%,22 : 78,72.1,39.2,14.9,29.8–33.9,16.6,17.0
801–1000,"National Institute of Technology, Tiruchirappalli",7037,18.5,2%,23 : 77,49.8,39.2,17.6,29.8–33.9,15.9,30.2
801–1000,The New School,9692,9.7,35%,74 : 26,47.2,37.0,53.0,29.8–33.9,14.5,25.2
801–1000,New Mexico State University (Main campus),12285,16.0,6%,58 : 42,44.8,39.9,37.5,29.8–33.9,22.2,23.2
801–1000,Nippon Medical School,905,0.9,0%,37 : 63,64.4,37.3,18.4,29.8–33.9,9.5,26.8
801–1000,University of North Carolina at Greensboro,18637,19.5,3%,67 : 33,48.3,37.3,25.9,29.8–33.9,19.0,25.1
801–1000,"Northeastern University, China",39155,14.8,2%,nan,31.3,93.0,37.3,29.8–33.9,24.8,27.1
801–1000,Northeast Normal University,30310,18.7,4%,70 : 30,54.6,40.2,25.0,29.8–33.9,13.9,25.0
801–1000,University of Northern British Columbia (UNBC),3008,15.6,11%,63 : 37,45.2,37.4,45.9,29.8–33.9,21.5,19.1
801–1000,Northern Illinois University,13768,14.4,7%,53 : 47,47.1,37.6,51.2,29.8–33.9,16.7,28.3
801–1000,Novosibirsk State University,7276,6.3,22%,nan,16.6,39.2,46.5,29.8–33.9,34.0,39.2
801–1000,Ohio University (Main campus),22682,20.1,4%,57 : 43,55.7,38.0,29.9,29.8–33.9,18.8,27.6
801–1000,Old Dominion University,18368,17.5,3%,56 : 44,47.4,36.9,31.7,29.8–33.9,19.5,23.2
801–1000,Ozyegin University,5958,27.2,7%,44 : 56,46.6,41.2,48.8,29.8–33.9,20.1,17.2
801–1000,Pablo de Olavide University,12849,14.4,18%,59 : 41,51.2,37.5,51.0,29.8–33.9,16.7,17.4
801–1000,University of Palermo,32351,22.4,1%,58 : 42,56.3,37.5,32.0,29.8–33.9,21.9,17.8
801–1000,Panjab University,18918,17.6,1%,41 : 59,60.0,37.5,17.1,29.8–33.9,14.6,30.5
801–1000,Panthéon-Sorbonne University – Paris 1,35547,29.0,20%,61 : 39,18.4,37.1,62.8,29.8–33.9,32.1,34.5
801–1000,Parthenope University of Naples,11555,33.7,2%,42 : 58,63.0,38.1,27.8,29.8–33.9,20.3,16.7
801–1000,Universiti Pendidikan Sultan Idris,5968,9.9,18%,55 : 45,33.9,99.9,61.7,29.8–33.9,25.5,28.4
801–1000,University of Peshawar,6107,9.0,1%,32 : 68,53.2,37.0,42.2,29.8–33.9,10.8,30.5
801–1000,University of the Philippines,46714,10.6,0%,52 : 48,62.5,41.4,34.6,29.8–33.9,16.6,21.4
801–1000,Universitat Politècnica de Catalunya,22280,9.5,14%,27 : 73,43.8,43.5,58.7,29.8–33.9,19.3,27.3
801–1000,Polytechnic University of Valencia,23406,12.7,14%,41 : 59,38.4,48.9,51.2,29.8–33.9,21.8,25.7
801–1000,Pontifical Catholic University of Rio de Janeiro (PUC-Rio),13453,18.7,3%,50 : 50,30.9,94.6,37.4,29.8–33.9,25.6,28.1
801–1000,Pontifical Catholic University of Rio Grande do Sul (PUCRS),14096,21.3,1%,52 : 48,50.2,41.7,29.6,29.8–33.9,17.1,25.6
801–1000,Pontifical Javeriana University,27346,14.2,2%,55 : 45,68.7,36.9,43.6,29.8–33.9,11.1,17.5
801–1000,University of PretoriaSouth Africa,36492,21.7,7%,59 : 41,35.3,44.2,54.9,29.8–33.9,31.6,27.9
801–1000,Princess Nourah bint Abdulrahman University,25955,13.1,15%,100 : 0,46.3,45.6,85.5,29.8–33.9,13.6,22.9
801–1000,University of the Punjab,28384,22.4,1%,52 : 48,52.1,37.5,39.1,29.8–33.9,14.0,24.2
801–1000,University of Rennes 1,28275,18.5,11%,52 : 48,43.2,40.9,56.9,29.8–33.9,17.0,27.5
801–1000,University of Rhode Island,15851,14.5,3%,57 : 43,56.0,37.2,44.7,29.8–33.9,18.0,23.3
801–1000,Rhodes University,6872,17.0,14%,63 : 37,43.4,60.9,62.0,29.8–33.9,13.4,24.8
801–1000,University of Roehampton,7782,16.1,33%,69 : 31,39.5,37.3,81.2,29.8–33.9,21.4,20.1
801–1000,University of Rome III,33264,47.7,5%,61 : 39,42.2,41.8,40.7,29.8–33.9,24.1,22.1
801–1000,Roskilde University,6100,15.8,16%,64 : 36,41.7,43.6,59.8,29.8–33.9,32.1,19.5
801–1000,Saint Petersburg State University,24335,9.1,19%,61 : 39,11.9,39.7,45.7,29.8–33.9,39.7,46.3
801–1000,University of Salamanca,27920,16.9,18%,62 : 38,38.4,39.4,55.5,29.8–33.9,20.8,26.9
801–1000,University of Salento,13608,22.6,1%,62 : 38,53.2,39.8,29.6,29.8–33.9,19.3,26.1
801–1000,University of Salford,18218,18.7,20%,55 : 45,46.1,38.0,74.3,29.8–33.9,14.9,18.0
801–1000,University of Science and Technology Beijing,28432,16.1,4%,36 : 64,41.0,59.5,22.3,29.8–33.9,29.8,27.4
801–1000,Sechenov University,16366,8.1,24%,70 : 30,38.8,42.7,56.7,29.8–33.9,15.7,27.3
801–1000,University of La Serena,7643,25.5,1%,52 : 48,65.6,36.9,48.0,29.8–33.9,9.3,12.7
801–1000,Shahid Beheshti UniversityIran,19695,23.4,1%,50 : 50,36.2,56.3,23.7,29.8–33.9,27.4,27.1
801–1000,Shantou University,14119,12.2,1%,45 : 55,53.7,40.6,33.9,29.8–33.9,15.5,19.4
801–1000,Sheffield Hallam University,25651,17.2,13%,55 : 45,60.8,37.1,57.3,29.8–33.9,14.3,18.7
801–1000,Shiraz UniversityIran,14552,20.2,1%,53 : 47,37.1,49.5,24.8,29.8–33.9,24.4,28.3
801–1000,Shiraz University of Medical SciencesIran,10228,10.4,3%,57 : 43,52.2,37.0,21.3,29.8–33.9,11.0,34.7
801–1000,University of Siegen,12633,26.4,12%,56 : 44,41.4,40.6,52.3,29.8–33.9,27.3,21.8
801–1000,University of South Bohemia in České BudějoviceCzech Republic,8763,13.8,7%,69 : 31,46.9,36.9,51.2,29.8–33.9,17.1,19.4
801–1000,South China Normal University,30041,16.4,3%,nan,51.7,53.4,32.9,29.8–33.9,19.2,21.1
801–1000,Southern Illinois University Carbondale,10130,13.8,7%,50 : 50,35.2,47.1,33.9,29.8–33.9,23.9,35.2
801–1000,South Ural State University,19373,14.4,10%,39 : 61,64.9,41.6,41.6,29.8–33.9,13.3,17.0
801–1000,Suez Canal University,38962,11.4,1%,58 : 42,64.4,39.1,47.5,29.8–33.9,8.2,18.1
801–1000,Sunway University,4638,8.6,15%,53 : 47,58.0,37.6,73.2,29.8–33.9,12.0,20.4
801–1000,Symbiosis International UniversityIndia,16305,13.0,6%,54 : 46,73.4,37.3,28.7,29.8–33.9,10.2,18.6
801–1000,Taibah University,59028,21.7,3%,62 : 38,55.1,37.2,74.7,29.8–33.9,9.0,15.2
801–1000,Tanta University,129209,19.2,1%,54 : 46,62.8,37.1,42.9,29.8–33.9,8.4,19.1
801–1000,"University of Technology, Iraq",10321,6.9,0%,50 : 50,60.0,39.6,24.6,29.8–33.9,9.5,22.0
801–1000,Universiti Tenaga Nasional (UNITEN),4987,11.4,11%,34 : 66,51.1,77.9,52.6,29.8–33.9,15.0,20.7
801–1000,University of Texas at El Paso,17908,30.2,7%,54 : 46,32.8,36.9,41.6,29.8–33.9,31.7,26.6
801–1000,Texas Tech University,35957,19.4,7%,49 : 51,42.9,37.6,50.5,29.8–33.9,19.2,29.7
801–1000,University of Thessaly,21962,30.2,2%,52 : 48,61.3,38.7,37.8,29.8–33.9,14.4,16.0
801–1000,Toronto Metropolitan UniversityCanada,36218,42.4,8%,56 : 44,36.5,40.5,59.0,29.8–33.9,30.8,19.7
801–1000,Tribhuvan University,460632,30.9,0%,50 : 50,71.2,37.0,45.4,29.8–33.9,7.9,12.8
801–1000,University of Urbino Carlo Bo,15336,42.1,6%,62 : 38,59.1,42.7,49.3,29.8–33.9,17.1,16.2
801–1000,Vilnius University,17012,10.2,9%,69 : 31,47.3,45.9,55.5,29.8–33.9,18.7,21.4
801–1000,VIT University,33416,17.0,4%,30 : 70,52.9,38.9,31.5,29.8–33.9,14.6,22.9
801–1000,University of Warsaw,37090,12.0,10%,63 : 37,42.6,37.8,43.0,29.8–33.9,27.4,26.8
801–1000,Wenzhou Medical University,19243,11.2,5%,63 : 37,67.1,38.5,26.5,29.8–33.9,14.2,17.7
801–1000,University of Winchester,7291,16.8,10%,66 : 34,61.1,37.0,52.8,29.8–33.9,15.7,16.7
801–1000,University of Wisconsin-Milwaukee,19218,19.3,5%,56 : 44,55.8,38.0,33.4,29.8–33.9,22.2,22.9
801–1000,Worcester Polytechnic Institute,5949,12.7,19%,38 : 62,53.8,38.5,52.2,29.8–33.9,19.3,23.6
801–1000,University of Wyoming,10660,14.7,5%,51 : 49,57.2,39.9,32.3,29.8–33.9,14.4,27.6
801–1000,Yangzhou University,31066,13.3,11%,58 : 42,51.6,71.9,38.6,29.8–33.9,18.4,23.9
801–1000,Yeungnam UniversitySouth Korea,19345,15.0,4%,50 : 50,54.0,42.7,43.3,29.8–33.9,15.3,20.2
801–1000,Zagazig University,165556,26.4,2%,52 : 48,69.5,36.9,43.5,29.8–33.9,8.3,13.9
801–1000,Zewail City of Science and Technology,1184,11.6,0%,42 : 58,56.6,41.0,31.4,29.8–33.9,16.4,23.4
801–1000,Zhejiang University of Finance and Economics,17260,21.3,3%,63 : 37,64.8,38.6,25.2,29.8–33.9,11.3,14.0
1001–1200,University of A Coruña,14937,12.2,5%,52 : 48,32.6,39.5,34.8,24.4–29.7,17.2,19.9
1001–1200,"Adam Mickiewicz University, Poznań",35901,23.9,4%,68 : 32,28.3,39.2,34.1,24.4–29.7,25.3,19.3
1001–1200,Ain Shams University,138700,12.5,4%,53 : 47,47.3,38.1,41.2,24.4–29.7,13.1,24.0
1001–1200,Al-Farabi Kazakh National University,24229,5.7,15%,56 : 44,26.2,41.1,69.2,24.4–29.7,10.8,27.3
1001–1200,University of Algarve,8443,14.0,22%,58 : 42,40.6,37.6,69.6,24.4–29.7,17.3,16.9
1001–1200,University of Almería,13050,17.5,12%,55 : 45,36.9,39.1,42.3,24.4–29.7,17.6,20.0
1001–1200,Amity University,31383,16.2,6%,52 : 48,47.9,37.8,22.7,24.4–29.7,12.6,20.1
1001–1200,University of Anbar,26521,15.9,0%,56 : 44,56.2,37.1,29.0,24.4–29.7,8.6,16.0
1001–1200,"University of the Andes, Colombia",15312,12.7,1%,45 : 55,36.7,44.1,53.2,24.4–29.7,19.4,20.3
1001–1200,Arts et Métiers,6230,16.5,14%,18 : 82,24.2,60.7,63.5,24.4–29.7,16.0,25.8
1001–1200,Assiut University,84941,14.9,1%,55 : 45,47.1,37.0,46.9,24.4–29.7,9.4,16.9
